label,status,start_year,end_year,start_decade,country,types,alt_labels,wikidata_id,wikidata_url,official_website,commons_logo_filename,commons_logo_file_page,commons_logo_download_url,logo_thumb_url
Q567595,defunct,1947,1949,1940s,,automobile manufacturer,,Q567595,http://www.wikidata.org/entity/Q567595,,,,,
Rolux,defunct,1947,1952,1940s,,automobile manufacturer,,Q2164422,http://www.wikidata.org/entity/Q2164422,,Emblem Rolux.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Rolux.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Rolux.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Rolux.JPG?width=128
Tandon Motorcycles,defunct,1947,1959,1940s,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q7682477,http://www.wikidata.org/entity/Q7682477,,,,,
Tucker Corporation,defunct,1947,1951,1940s,United States,automobile manufacturer,Tucker,Q18396211,http://www.wikidata.org/entity/Q18396211,,Tucker logo.jpg,https://commons.wikimedia.org/wiki/File:Tucker_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tucker_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tucker_logo.jpg?width=128
Van Hool,defunct,1947,2024,1940s,Belgium,automobile manufacturer,Van Hool NV,Q1339832,http://www.wikidata.org/entity/Q1339832,http://www.vanhool.com,Van Hool logo (current).png,https://commons.wikimedia.org/wiki/File:Van_Hool_logo_%28current%29.png,https://commons.wikimedia.org/wiki/Special:FilePath/Van_Hool_logo_%28current%29.png,https://commons.wikimedia.org/wiki/Special:FilePath/Van_Hool_logo_%28current%29.png?width=128
Veritas,defunct,1947,1953,1940s,Germany,automobile manufacturer,,Q700373,http://www.wikidata.org/entity/Q700373,,Veritas logo.png,https://commons.wikimedia.org/wiki/File:Veritas_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Veritas_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Veritas_logo.png?width=128
Zeno Galassi,defunct,1947,1950,1940s,,automobile manufacturer,,Q189674,http://www.wikidata.org/entity/Q189674,,,,,
Adi Moped,defunct,1948,1956,1940s,,automobile manufacturer,,Q356825,http://www.wikidata.org/entity/Q356825,,,,,
Alamagny,active,1948,,1940s,,automobile manufacturer,,Q1536667,http://www.wikidata.org/entity/Q1536667,,,,,
Autoette,defunct,1948,1970,1940s,United States,automobile manufacturer,,Q4826266,http://www.wikidata.org/entity/Q4826266,,,,,
Eicher Motors,active,1948,,1940s,India,motorcycle manufacturer;automobile manufacturer,EML;EICH.NS;EICHER;Eicher Motors Limited;Eicher Trucks & Buses;Eicher Trucks and Buses;EIM IN,Q1301821,http://www.wikidata.org/entity/Q1301821,http://www.eicher.in/,,,,
Fabryka Samochodów Małolitrażowych,defunct,1948,1992,1940s,Poland,automobile manufacturer,FSM,Q27760,http://www.wikidata.org/entity/Q27760,,FSM Logo.png,https://commons.wikimedia.org/wiki/File:FSM_Logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/FSM_Logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/FSM_Logo.png?width=128
FSC Star,active,1948,,1940s,Poland,automobile manufacturer,,Q720256,http://www.wikidata.org/entity/Q720256,,Logo star.png,https://commons.wikimedia.org/wiki/File:Logo_star.png,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_star.png,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_star.png?width=128
Ghia-Aigle,defunct,1948,1984,1940s,,automobile manufacturer,,Q5556622,http://www.wikidata.org/entity/Q5556622,,,,,
Honda,active,1948,,1940s,Japan,automobile manufacturer;motorcycle manufacturer,"Honda Giken Kōgyō;Honda Giken Kogyo K.K.;Honda Motor Co., Ltd.;Honda Motor Co., Ltd. (Tokyo);Honda Motor Company, Ltd.",Q9584,http://www.wikidata.org/entity/Q9584,https://global.honda,Honda logo.svg,https://commons.wikimedia.org/wiki/File:Honda_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Honda_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Honda_logo.svg?width=128
Industrieverband Fahrzeugbau,defunct,1948,1991,1940s,German Democratic Republic,automobile manufacturer,Industrial Association for Vehicle Construction;IFA,Q29666,http://www.wikidata.org/entity/Q29666,,IFA Logo.svg,https://commons.wikimedia.org/wiki/File:IFA_Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/IFA_Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/IFA_Logo.svg?width=128
Lamborghini,active,1948,,1940s,Italy,automobile manufacturer,Lamborghini S.p.A.;Automobili Lamborghini S.p.A.,Q35886,http://www.wikidata.org/entity/Q35886,https://www.lamborghini.com/en-en,"Lamborghini - logo wordmark+payoff (Italy, 1963-).svg",https://commons.wikimedia.org/wiki/File:Lamborghini_-_logo_wordmark%2Bpayoff_%28Italy%2C_1963-%29.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini_-_logo_wordmark%2Bpayoff_%28Italy%2C_1963-%29.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini_-_logo_wordmark%2Bpayoff_%28Italy%2C_1963-%29.svg?width=128
Motorhispania,defunct,1948,1979,1940s,Spain,automobile manufacturer;motorcycle manufacturer,Moto Guzzi Hispania,Q2781608,http://www.wikidata.org/entity/Q2781608,,,,,
Q1282077,defunct,1948,1956,1940s,,automobile manufacturer,,Q1282077,http://www.wikidata.org/entity/Q1282077,,,,,
Q31837004,defunct,1948,1992,1940s,,automobile manufacturer,,Q31837004,http://www.wikidata.org/entity/Q31837004,,,,,
Q789328,defunct,1948,1951,1940s,,automobile manufacturer,,Q789328,http://www.wikidata.org/entity/Q789328,,,,,
Sharp's Commercials,defunct,1948,1974,1940s,,automobile manufacturer,,Q892177,http://www.wikidata.org/entity/Q892177,,,,,
Standard,defunct,1948,1988,1940s,,automobile manufacturer,,Q7598161,http://www.wikidata.org/entity/Q7598161,,,,,
VEB Hebezeugwerk Sebnitz,defunct,1948,1971,1940s,Germany,automobile manufacturer,,Q1592799,http://www.wikidata.org/entity/Q1592799,,,,,
Vignale,defunct,1948,1970,1940s,Italy,automobile manufacturer,Carrozzeria Vignale,Q59179,http://www.wikidata.org/entity/Q59179,,Ford vignale logo.png,https://commons.wikimedia.org/wiki/File:Ford_vignale_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Ford_vignale_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Ford_vignale_logo.png?width=128
Volkswagen of South Africa,active,1948,,1940s,South Africa,automobile manufacturer,Volkswagen South Africa,Q2532314,http://www.wikidata.org/entity/Q2532314,https://www.vw.co.za/en.html,,,,
Abarth,active,1949,,1940s,Italy,automobile manufacturer,,Q26823,http://www.wikidata.org/entity/Q26823,https://www.abarth.com/,Abarth Logo.png,https://commons.wikimedia.org/wiki/File:Abarth_Logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Abarth_Logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Abarth_Logo.png?width=128
ACMA,defunct,1949,1962,1940s,France,automobile manufacturer;motorcycle manufacturer,Ateliers de Construction des Motocycles et Automobiles,Q1141229,http://www.wikidata.org/entity/Q1141229,,,,,
Atlas,active,1949,,1940s,,automobile manufacturer,,Q757048,http://www.wikidata.org/entity/Q757048,,,,,
Auto Union,defunct,1949,1969,1940s,Germany,automobile manufacturer,Auto Union AG,Q27152,http://www.wikidata.org/entity/Q27152,,Auto Union.svg,https://commons.wikimedia.org/wiki/File:Auto_Union.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Auto_Union.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Auto_Union.svg?width=128
Clúa,defunct,1949,1962,1940s,Spain,motorcycle manufacturer;automobile manufacturer,Clua,Q913904,http://www.wikidata.org/entity/Q913904,,,,,
Denzel,defunct,1949,1959,1940s,Austria,automobile manufacturer,,Q3705643,http://www.wikidata.org/entity/Q3705643,https://www.denzel.at/,,,,
ESO,defunct,1949,1964,1940s,Czechoslovakia,automobile manufacturer;motorcycle manufacturer,,Q5324197,http://www.wikidata.org/entity/Q5324197,,,,,
Fahrzeug- und Maschinenbau Gustav Kroboth,defunct,1949,1955,1940s,Germany,automobile manufacturer;motorcycle manufacturer,,Q478506,http://www.wikidata.org/entity/Q478506,,Emblem Kroboth.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Kroboth.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Kroboth.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Kroboth.JPG?width=128
Gnom,defunct,1949,1950,1940s,Germany,automobile manufacturer,,Q1280142,http://www.wikidata.org/entity/Q1280142,,,,,
Ikarus,defunct,1949,2007,1940s,Hungary,automobile manufacturer,,Q756669,http://www.wikidata.org/entity/Q756669,,Ikarus Logo (2023).svg,https://commons.wikimedia.org/wiki/File:Ikarus_Logo_%282023%29.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Ikarus_Logo_%282023%29.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Ikarus_Logo_%282023%29.svg?width=128
Kersting-Modellbauwerkstätten,active,1949,,1940s,,automobile manufacturer,,Q16978230,http://www.wikidata.org/entity/Q16978230,,,,,
Kleinschnittger,defunct,1949,1957,1940s,Germany,automobile manufacturer,,Q314137,http://www.wikidata.org/entity/Q314137,,Emblem Kleinschnittger 2.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Kleinschnittger_2.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Kleinschnittger_2.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Kleinschnittger_2.JPG?width=128
Kover vehicles,defunct,1949,1952,1940s,,automobile manufacturer,,Q1785661,http://www.wikidata.org/entity/Q1785661,,,,,
Laverda,defunct,1949,2006,1940s,Italy,automobile manufacturer;motorcycle manufacturer,Moto Laverda,Q1808905,http://www.wikidata.org/entity/Q1808905,http://www.laverda.com/,Entwicklung Logo LAVERDA.jpg,https://commons.wikimedia.org/wiki/File:Entwicklung_Logo_LAVERDA.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Entwicklung_Logo_LAVERDA.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Entwicklung_Logo_LAVERDA.jpg?width=128
Marauder Cars,active,1949,,1940s,,automobile manufacturer,,Q1892357,http://www.wikidata.org/entity/Q1892357,,,,,
Marcopolo,active,1949,,1940s,Brazil,automobile manufacturer,Marcopolo S.A.;Marcopolo Sociedade Anônima,Q1848996,http://www.wikidata.org/entity/Q1848996,http://www.marcopolo.com.br/,Marcopolo.svg,https://commons.wikimedia.org/wiki/File:Marcopolo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Marcopolo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Marcopolo.svg?width=128
Pasquali vehicles,active,1949,,1940s,Italy,automobile manufacturer,,Q608853,http://www.wikidata.org/entity/Q608853,http://www.pasqualiagri.it,PASQUALI.png,https://commons.wikimedia.org/wiki/File:PASQUALI.png,https://commons.wikimedia.org/wiki/Special:FilePath/PASQUALI.png,https://commons.wikimedia.org/wiki/Special:FilePath/PASQUALI.png?width=128
Q11921451,defunct,1949,1955,1940s,Spain,automobile manufacturer;motorcycle manufacturer,,Q11921451,http://www.wikidata.org/entity/Q11921451,,,,,
Q136914057,defunct,1949,1969,1940s,Germany,automobile manufacturer,,Q136914057,http://www.wikidata.org/entity/Q136914057,,,,,
Q1565471,defunct,1949,1950,1940s,,automobile manufacturer,,Q1565471,http://www.wikidata.org/entity/Q1565471,,,,,
Q1581641,defunct,1949,1956,1940s,,automobile manufacturer,,Q1581641,http://www.wikidata.org/entity/Q1581641,,,,,
Q1610414,defunct,1949,1950,1940s,Germany,automobile manufacturer,,Q1610414,http://www.wikidata.org/entity/Q1610414,,Emblem Champion (HH Fahrzeugbau).JPG,https://commons.wikimedia.org/wiki/File:Emblem_Champion_%28HH_Fahrzeugbau%29.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Champion_%28HH_Fahrzeugbau%29.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Champion_%28HH_Fahrzeugbau%29.JPG?width=128
Q3186313,defunct,1949,1965,1940s,Spain,motorcycle manufacturer;automobile manufacturer,,Q3186313,http://www.wikidata.org/entity/Q3186313,,,,,
Q950473,defunct,1949,1965,1940s,Spain,automobile manufacturer;motorcycle manufacturer,,Q950473,http://www.wikidata.org/entity/Q950473,,,,,
Riga Autobus Factory,defunct,1949,1998,1940s,Latvia,automobile manufacturer,RAF,Q81243,http://www.wikidata.org/entity/Q81243,,Logo of RAF.jpg,https://commons.wikimedia.org/wiki/File:Logo_of_RAF.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_of_RAF.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_of_RAF.jpg?width=128
Stanga vehicles,defunct,1949,1956,1940s,Italy,automobile manufacturer,,Q106815586,http://www.wikidata.org/entity/Q106815586,,,,,
Taylor-Dunn,active,1949,,1940s,,automobile manufacturer,Taylor-Dunn Manufacturing,Q1230463,http://www.wikidata.org/entity/Q1230463,https://www.taylor-dunn.com/,,,,
Wendax,active,1949,,1940s,Germany,automobile manufacturer,,Q2558899,http://www.wikidata.org/entity/Q2558899,,,,,
Ardilla,defunct,1950,1952,1950s,Spain,motorcycle manufacturer;automobile manufacturer,,Q1976293,http://www.wikidata.org/entity/Q1976293,,Ardilla logo.png,https://commons.wikimedia.org/wiki/File:Ardilla_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Ardilla_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Ardilla_logo.png?width=128
Autobleu,defunct,1950,1971,1950s,,automobile manufacturer,,Q786150,http://www.wikidata.org/entity/Q786150,,Emblem Autobleu.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Autobleu.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Autobleu.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Autobleu.JPG?width=128
Brütsch,active,1950,,1950s,Germany,automobile manufacturer,,Q833493,http://www.wikidata.org/entity/Q833493,,,,,
Cagiva,active,1950,,1950s,Italy,automobile manufacturer;motorcycle manufacturer,,Q1025726,http://www.wikidata.org/entity/Q1025726,,1978 Cagiva wordmark (cropped).png,https://commons.wikimedia.org/wiki/File:1978_Cagiva_wordmark_%28cropped%29.png,https://commons.wikimedia.org/wiki/Special:FilePath/1978_Cagiva_wordmark_%28cropped%29.png,https://commons.wikimedia.org/wiki/Special:FilePath/1978_Cagiva_wordmark_%28cropped%29.png?width=128
Central Motors,defunct,1950,2012,1950s,Japan,automobile manufacturer,,Q179862,http://www.wikidata.org/entity/Q179862,http://www.toyota-ej.co.jp/english,,,,
Changfeng Motor,active,1950,,1950s,,automobile manufacturer,,Q615440,http://www.wikidata.org/entity/Q615440,http://www.gaccf.com/,Changfeng logo 2.png,https://commons.wikimedia.org/wiki/File:Changfeng_logo_2.png,https://commons.wikimedia.org/wiki/Special:FilePath/Changfeng_logo_2.png,https://commons.wikimedia.org/wiki/Special:FilePath/Changfeng_logo_2.png?width=128
Ducson,defunct,1950,1988,1950s,Spain,motorcycle manufacturer;automobile manufacturer,,Q2044758,http://www.wikidata.org/entity/Q2044758,,,,,
Dyna Automobil-Import und -Export,defunct,1950,1953,1950s,Germany,automobile manufacturer,,Q1268833,http://www.wikidata.org/entity/Q1268833,,Emblem Dyna-Veritas.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Dyna-Veritas.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Dyna-Veritas.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Dyna-Veritas.JPG?width=128
Erla,defunct,1950,1952,1950s,,automobile manufacturer,,Q1355187,http://www.wikidata.org/entity/Q1355187,,,,,
Fabryka Samochodów Ciężarowych,defunct,1950,2012,1950s,Polish People's Republic,automobile manufacturer,FSC,Q27717,http://www.wikidata.org/entity/Q27717,http://www.honker.com.pl/,Logo FSC.jpg,https://commons.wikimedia.org/wiki/File:Logo_FSC.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_FSC.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_FSC.jpg?width=128
Hafei Motor Co.,defunct,1950,2015,1950s,,automobile manufacturer,"Hafei;HAFEI MOTOR;Hafei Motor Co., Ltd",Q1494782,http://www.wikidata.org/entity/Q1494782,http://www.hafeiauto.com.cn,,,,
Hotchkiss Grégoire,defunct,1950,1954,1950s,France,automobile manufacturer,Hotchkiss Gregoire,Q528706,http://www.wikidata.org/entity/Q528706,,Emblem Hotchkiss-Gregoire.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Hotchkiss-Gregoire.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Hotchkiss-Gregoire.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Hotchkiss-Gregoire.JPG?width=128
Kapi,defunct,1950,1957,1950s,Spain,automobile manufacturer;motorcycle manufacturer,,Q6366587,http://www.wikidata.org/entity/Q6366587,,,,,
Melkus,defunct,1950,1986,1950s,Germany,automobile manufacturer,,Q458959,http://www.wikidata.org/entity/Q458959,http://www.melkus-mobile.com/startseite.html,,,,
MI-VAL,defunct,1950,1968,1950s,Italy,automobile manufacturer;motorcycle manufacturer,,Q1332186,http://www.wikidata.org/entity/Q1332186,,Emblem Mi-Val.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Mi-Val.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Mi-Val.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Mi-Val.JPG?width=128
Moto Rumi,defunct,1950,1960,1950s,Italy,automobile manufacturer;motorcycle manufacturer,,Q489516,http://www.wikidata.org/entity/Q489516,http://www.motorumi.it/index2.htm,Logo Rumi.svg,https://commons.wikimedia.org/wiki/File:Logo_Rumi.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Rumi.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Rumi.svg?width=128
Motobi,defunct,1950,1977,1950s,Italy,automobile manufacturer;motorcycle manufacturer,,Q1417761,http://www.wikidata.org/entity/Q1417761,http://www.motobi-europe.com/,Motobi.jpg,https://commons.wikimedia.org/wiki/File:Motobi.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Motobi.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Motobi.jpg?width=128
Mowag,active,1950,,1950s,Switzerland,automobile manufacturer,,Q688141,http://www.wikidata.org/entity/Q688141,http://www.gdels.com/,Mowag̠Logo.jpg,https://commons.wikimedia.org/wiki/File:Mowag%CC%A0Logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Mowag%CC%A0Logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Mowag%CC%A0Logo.jpg?width=128
Pichon et Parat,defunct,1950,1960,1950s,,automobile manufacturer,Pichon-Parat,Q13793796,http://www.wikidata.org/entity/Q13793796,,,,,
Q1061182,defunct,1950,1952,1950s,Germany,automobile manufacturer,,Q1061182,http://www.wikidata.org/entity/Q1061182,,Emblem Champion rot.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Champion_rot.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Champion_rot.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Champion_rot.JPG?width=128
Q1200616,defunct,1950,1952,1950s,,automobile manufacturer,,Q1200616,http://www.wikidata.org/entity/Q1200616,,,,,
Q1451396,defunct,1950,1953,1950s,,automobile manufacturer,,Q1451396,http://www.wikidata.org/entity/Q1451396,,,,,
Q1746721,defunct,1950,1951,1950s,,automobile manufacturer,,Q1746721,http://www.wikidata.org/entity/Q1746721,,,,,
Q1922055,active,1950,,1950s,,motorcycle manufacturer,,Q1922055,http://www.wikidata.org/entity/Q1922055,,,,,
Q25422786,defunct,1950,1953,1950s,Spain,automobile manufacturer,,Q25422786,http://www.wikidata.org/entity/Q25422786,,,,,
Q3533352,defunct,1950,1979,1950s,Italy,automobile manufacturer;motorcycle manufacturer,,Q3533352,http://www.wikidata.org/entity/Q3533352,,,,,
Reyonnah,defunct,1950,1954,1950s,,automobile manufacturer,,Q1391801,http://www.wikidata.org/entity/Q1391801,,,,,
